uri,type,jurisdiction,title,date_valid,publication_status,date_copyright,author,publisher,rights,description,subject,education_level,score_range,authority_status,statement_notation,statement_label,list_id,local_subject,comment,is_part_of,is_version_of,exact_match,concept_term,alt_statement_notation,is_child_of,has_child,indexing_status,creator,created
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN403,Statement,,,,,,,,,Comprehend the concept of length on the number line and find the distance between two points,Mathematics,,20-23,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN404,Statement,,,,,,,,,Understand absolute value in terms of distance,Mathematics,,20-23,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN405,Statement,,,,,,,,,Find the distance in the coordinate plane between two points with the same x_coordinate or y_coordinate,Mathematics,,20-23,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN406,Statement,,,,,,,,,Add two matrices that have whole number entries,Mathematics,,20-23,Original,,,6,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN501,Statement,,,,,,,,,Order fractions,Mathematics,,24-27,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN502,Statement,,,,,,,,,Find and use the least common multiple,Mathematics,,24-27,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN503,Statement,,,,,,,,,Work with numerical factors,Mathematics,,24-27,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN504,Statement,,,,,,,,,Exhibit some knowledge of the complex numbers,Mathematics,,24-27,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN505,Statement,,,,,,,,,Add and subtract matrices that have integer entries,Mathematics,,24-27,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN601,Statement,,,,,,,,,Apply number properties involving prime factorization,Mathematics,,28-32,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN602,Statement,,,,,,,,,Apply number properties involving even/odd numbers and factors/multiples,Mathematics,,28-32,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN603,Statement,,,,,,,,,Apply number properties involving positive/negative numbers,Mathematics,,28-32,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN604,Statement,,,,,,,,,Apply the facts that  p is irrational and that the square root of an integer is rational only if that integer is a perfect square,Mathematics,,28-32,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN605,Statement,,,,,,,,,Apply properties of rational exponents,Mathematics,,28-32,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN606,Statement,,,,,,,,,Multiply two complex numbers,Mathematics,,28-32,Original,,,6,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN607,Statement,,,,,,,,,"Use relations involving addition, subtraction, and scalar multiplication of vectors and of matrices",Mathematics,,28-32,Original,,,7,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN701,Statement,,,,,,,,,Analyze and draw conclusions based on number concepts,Mathematics,,33-36,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN702,Statement,,,,,,,,,Apply properties of rational numbers and the rational number system,Mathematics,,33-36,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN703,Statement,,,,,,,,,"Apply properties of real numbers and the real number system, including properties of irrational numbers",Mathematics,,33-36,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN704,Statement,,,,,,,,,Apply properties of complex numbers and the complex number system,Mathematics,,33-36,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN705,Statement,,,,,,,,,Multiply matrices,Mathematics,,33-36,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN706,Statement,,,,,,,,,Apply properties of matrices and of matrices as a number system,Mathematics,,33-36,Original,,,6,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,Statement,,,,,,,,,Algebra (A),Mathematics,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA201,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA202,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA301,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA302,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA303,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA401,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA402,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA403,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA404,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA405,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA406,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA501,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA502,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA503,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA504,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA505,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA506,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA507,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA508,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA509,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA510,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA511,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA512,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA513,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA514,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA601,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA602,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA603,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA604,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA605,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA606,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA701,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA702,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA703,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF201,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF301,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF302,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF303,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF304,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF401,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF402,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF403,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF501,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF502,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF503,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF601,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF602,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF603,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF604,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF701,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF702,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF703,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF704,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF705,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF706
",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF,Statement,,,,,,,,,Functions (F),Mathematics,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF201,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF301,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF401,htp://ccrs.act.org/resources/SCCRS2013mathF501,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF502,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF503,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF504,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF505,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF506,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF507,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF508,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF509,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF510,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF511,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF601,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF602,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF603,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF604,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF701,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF702,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF703,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF704,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF705,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF706,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF707,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF708,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF201,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF301,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF302,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF303,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF304,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF401,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF402,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF403,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF501,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF502,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF503,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF601,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF602,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF603,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF604,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF701,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF702,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF703,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF704,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF705,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF706
",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF201,Statement,,,,,,,,,Solve problems in one or two steps using whole numbers and using decimals in the context of money,Mathematics,,13-15,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA201,Statement,,,,,,,,,"Exhibit knowledge of basic expressions (e.g., identify an expression for a total as bÊ+Êg)",Mathematics,,13-15,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF201,Statement,,,,,,,,,Extend a given pattern by a few terms for patterns that have a constant increase or decrease between terms,Mathematics,,13-15,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA202,Statement,,,,,,,,,"Solve equations in the form xÊ+ÊaÊ=Êb, where a and b are whole numbers or decimals",Mathematics,,13-15,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF301,Statement,,,,,,,,,"Solve routine one-step arithmetic problems using positive rational numbers, such as single-step percent",Mathematics,,16-19,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF302,Statement,,,,,,,,,Solve some routine two-step arithmetic problems,Mathematics,,16-19,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF303,Statement,,,,,,,,,"Relate a graph to a situation described qualitatively in terms of familiar properties such as before and after, increasing and decreasing, higher and lower",Mathematics,,16-19,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF304,Statement,,,,,,,,,"Apply a definition of an operation for whole numbers (e.g., aÊ_ÊbÊ=Ê3aÊÐÊb)",Mathematics,,16-19,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA301,Statement,,,,,,,,,Substitute whole numbers for unknown quantities to evaluate expressions,Mathematics,,16-19,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF301,Statement,,,,,,,,,Extend a given pattern by a few terms for patterns that have a constant factor between terms,Mathematics,,16-19,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA302,Statement,,,,,,,,,Solve one-step equations to get integer or decimal answers,Mathematics,,16-19,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA303,Statement,,,,,,,,,"Combine like terms (e.g., 2xÊ+Ê5x)",Mathematics,,16-19,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF401,Statement,,,,,,,,,"Solve routine two-step or three-step arithmetic problems involving concepts such as rate and proportion, tax added, percentage off, and estimating by using a given average value in place of actual values",Mathematics,,20-23,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF402,Statement,,,,,,,,,Perform straightforward word-to-symbol translations,Mathematics,,20-23,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathAF403,Statement,,,,,,,,,"Relate a graph to a situation described in terms of a starting value and an additional amount per unit (e.g., unit cost, weekly growth)",Mathematics,,20-23,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,"http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF",,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA401,Statement,,,,,,,,,Evaluate algebraic expressions by substituting integers for unknown quantities,Mathematics,,20-23,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF401,Statement,,,,,,,,,"Evaluate linear and quadratic functions, expressed in function notation, at integer values",Mathematics,,20-23,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathF,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA402,Statement,,,,,,,,,Add and subtract simple algebraic expressions,Mathematics,,20-23,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA403,Statement,,,,,,,,,Solve routine first-degree equations,Mathematics,,20-23,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA404,Statement,,,,,,,,,Multiply two binomials,Mathematics,,20-23,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA405,Statement,,,,,,,,,"Match simple inequalities with their graphs on the number line (e.g., xÊ³ÊÐ ",Mathematics,,20-23,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA406,Statement,,,,,,,,,Exhibit knowledge of slope,Mathematics,,20-23,Original,,,6,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013math,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathA,,Indexable Statement,,
