uri,type,jurisdiction,title,date_valid,publication_status,date_copyright,author,publisher,rights,description,subject,education_level,score_range,authority_status,statement_notation,statement_label,list_id,local_subject,comment,is_part_of,is_version_of,exact_match,concept_term,alt_statement_notation,is_child_of,has_child,indexing_status,creator,created
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,Statement,,,,,,,,,Focusing on the Topic (FOC),Writing,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,"http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC201,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC301,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC401,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC402,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC501,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC502,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC601,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC602",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC201,Statement,,,,,,,,,Maintain a focus on the general topic in the prompt throughout most of the essay,Writing,,3-4,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC301,Statement,,,,,,,,,Maintain a focus on the general topic in the prompt throughout the essay,Writing,,5-6,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC401,Statement,,,,,,,,,Maintain a focus on the specific issue in the prompt throughout most of the essay,Writing,,7-8,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC402,Statement,,,,,,,,,Present a thesis that establishes focus on the topic,Writing,,7-8,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC501,Statement,,,,,,,,,Maintain a focus on discussing the specific issue in the prompt throughout the essay,Writing,,9-10,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC502,Statement,,,,,,,,,Present a thesis that establishes a focus on the writer's position on the issue,Writing,,9-10,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC601,Statement,,,,,,,,,Maintain a precise focus on discussing the specific issue in the prompt throughout the essay,Writing,,11-12,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC602,Statement,,,,,,,,,Present a critical thesis that clearly establishes the focus on the writer's position on the issue,Writing,,11-12,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingFOC,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,Statement,,,,,,,,,Developing Ideas (DEV),Writing,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,"http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV201,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV202,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV301,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV302,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV401,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV402,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV501,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV502,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV601,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV602",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV201,Statement,,,,,,,,,Offer little development in support of ideas; attempt to clarify ideas by merely restating them or by using general examples that may not be clearly relevant,Writing,,3-4,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV202,Statement,,,,,,,,,Show little or no movement between general and specific ideas and examples,Writing,,3-4,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV301,Statement,,,,,,,,,Offer limited development in support of ideas; clarify ideas somewhat with vague explanation and the use of general examples,Writing,,5-6,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV302,Statement,,,,,,,,,Show little movement between general and specific ideas and examples,Writing,,5-6,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV401,Statement,,,,,,,,,"Provide adequate development in support of ideas; clarify ideas by using some specific reasons, details, and examples",Writing,,7-8,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV402,Statement,,,,,,,,,Show some movement between general and specific ideas and examples,Writing,,7-8,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV501,Statement,,,,,,,,,"Provide thorough development in support of ideas; extend ideas by using specific, logical reasons and illustrative examples",Writing,,9-10,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV502,Statement,,,,,,,,,Show clear movement between general and specific ideas and examples,Writing,,9-10,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV601,Statement,,,,,,,,,"Provide ample development in support of ideas; substantiate ideas with precise use of specific, logical reasons and illustrative examples",Writing,,11-12,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV602,Statement,,,,,,,,,Show effective movement between general and specific ideas and examples,Writing,,11-12,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingDEV,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,Statement,,,,,,,,,Organizing Ideas (ORI),Writing,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,"http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI201,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI202,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI203,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI301,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI302,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI303,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI401,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI402,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI403,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI501,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI502,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI503,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI601,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI602,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI603",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI201,Statement,,,,,,,,,Provide a discernible organizational structure by grouping together a few ideas,Writing,,3-4,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI202,Statement,,,,,,,,,"Use transitional words and phrases that are simple and obvious, or occasionally misleading",Writing,,3-4,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI203,Statement,,,,,,,,,Present a minimal introduction and conclusion,Writing,,3-4,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI301,Statement,,,,,,,,,Provide a simple organizational structure by logically grouping some ideas,Writing,,5-6,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI302,Statement,,,,,,,,,Use simple and obvious transitional words and phrases,Writing,,5-6,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI303,Statement,,,,,,,,,Present an underdeveloped introduction and conclusion,Writing,,5-6,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI401,Statement,,,,,,,,,Provide an adequate but simple organizational structure by logically grouping most ideas,Writing,,7-8,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI402,Statement,,,,,,,,,Use some appropriate transitional words and phrases,Writing,,7-8,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI403,Statement,,,,,,,,,Present a somewhat developed introduction and conclusion,Writing,,7-8,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI501,Statement,,,,,,,,,Provide a coherent organizational structure with some logical sequencing of ideas,Writing,,9-10,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI502,Statement,,,,,,,,,Use accurate and clear transitional words and phrases to convey logical relationships between ideas,Writing,,9-10,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI503,Statement,,,,,,,,,Present a generally well-developed introduction and conclusion,Writing,,9-10,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI601,Statement,,,,,,,,,"Provide a unified, coherent organizational structure that presents a logical progression of ideas",Writing,,11-12,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI602,Statement,,,,,,,,,"Use precise transitional words, phrases, and sentences to convey logical relationships between ideas",Writing,,11-12,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI603,Statement,,,,,,,,,Present a well-developed introduction that effectively frames the prompt's issue and writer's argument; present a well-developed conclusion that extends the essay's ideas,Writing,,11-12,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingORI,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL,Statement,,,,,,,,,Using Language (USL),Writing,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,"http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL201,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL301,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL401,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL501,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL601",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL201,Statement,,,,,,,,,"Show limited control of language by: correctly employing some of the conventions of standard English grammar, usage, and mechanics, but with distracting errors that sometimes significantly impede understanding; choosing words that are simplistic or vague; using only simple sentence structure",Writing,,3-4,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL301,Statement,,,,,,,,,"Show a basic control of language by correctly employing some of the conventions of standard English grammar, usage, and mechanics, but with distracting errors that sometimes impede understanding choosing words that are simple but generally appropriate using a little sentence variety",Writing,,5-6,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL401,Statement,,,,,,,,,"Show adequate use of language to communicate by correctly employing many of the conventions of standard English grammar, usage, and mechanics, but with some distracting errors that may occasionally impede understanding choosing words that are appropriate using some varied kinds of sentence structures to vary pace",Writing,,7-8,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL501,Statement,,,,,,,,,"Show competent use of language to communicate ideas by correctly employing most conventions of standard English grammar, usage, and mechanics, with a few distracting errors but none that impede understanding generally choosing words that are precise and varied  using several kinds of sentence structures to vary pace and to support meaning",Writing,,9-10,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL601,Statement,,,,,,,,,"Show effective use of language to communicate ideas clearly by correctly employing most conventions of standard English grammar, usage, and mechanics, with just a few, if any, errors consistently choosing words that are precise and varied; using a variety of kinds of sentence structures to vary pace and to support meaning",Writing,,11-12,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013writing,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013writingUSL,,Indexable Statement,,
