uri,type,jurisdiction,title,date_valid,publication_status,date_copyright,author,publisher,rights,description,subject,education_level,score_range,authority_status,statement_notation,statement_label,list_id,local_subject,comment,is_part_of,is_version_of,exact_match,concept_term,alt_statement_notation,is_child_of,has_child,indexing_status,creator,created
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR501,Statement,,,,,,,,,Locate and interpret minor or subtly stated details in somewhat challenging passages,Reading,,24-27,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR502,Statement,,,,,,,,,Locate important details in more challenging passages,Reading,,24-27,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR503,Statement,,,,,,,,,Draw subtle logical conclusions in somewhat challenging passages,Reading,,24-27,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR504,Statement,,,,,,,,,Draw logical conclusions in more challenging passages,Reading,,24-27,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR505,Statement,,,,,,,,,Paraphrase virtually any statement as it is used in somewhat challenging passages,Reading,,24-27,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR506,Statement,,,,,,,,,Paraphrase some statements as they are used in more challenging passages,Reading,,24-27,Original,,,6,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR601,Statement,,,,,,,,,Locate and interpret minor or subtly stated details in more challenging passages,Reading,,28-32,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR602,Statement,,,,,,,,,Locate important details in complex passages,Reading,,28-32,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR603,Statement,,,,,,,,,Draw subtle logical conclusions in more challenging passages,Reading,,28-32,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR604,Statement,,,,,,,,,Draw simple logical conclusions in complex passages,Reading,,28-32,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR605,Statement,,,,,,,,,Paraphrase virtually any statement as it is used in more challenging passages,Reading,,28-32,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR701,Statement,,,,,,,,,Locate and interpret minor or subtly stated details in complex passages,Reading,,33-36,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR702,Statement,,,,,,,,,Locate important details in highly complex passages,Reading,,33-36,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR703,Statement,,,,,,,,,Draw logical conclusions in complex passages,Reading,,33-36,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR704,Statement,,,,,,,,,Draw simple logical conclusions in highly complex passages,Reading,,33-36,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR705,Statement,,,,,,,,,"Draw complex or subtle logical conclusions, often by synthesizing information from different portions of the passage",Reading,,33-36,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR706,Statement,,,,,,,,,Paraphrase statements as they are used in complex passages,Reading,,33-36,Original,,,6,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingCLR,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,Statement,,,,,,,,,"Central Ideas, Themes, and Summaries (IDT)",Reading,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,"http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT201,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT301,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT401,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT402,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT403,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT501,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT502,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT503,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT601,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT602,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT701,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT702",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT201,Statement,,,,,,,,,Identify the topic of passages and distinguish the topic from the central idea or theme,Reading,,13-15,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT301,Statement,,,,,,,,,Identify a clear central idea in straightforward paragraphs in somewhat challenging literary narratives,Reading,,16-19,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT401,Statement,,,,,,,,,Infer a central idea in straightforward paragraphs in somewhat challenging literary narratives,Reading,,20-23,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT402,Statement,,,,,,,,,Identify a clear central idea or theme in somewhat challenging passages or their paragraphs,Reading,,20-23,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT403,Statement,,,,,,,,,Summarize key supporting ideas and details in somewhat challenging passages,Reading,,20-23,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT501,Statement,,,,,,,,,Infer a central idea or theme in somewhat challenging passages or their paragraphs,Reading,,24-27,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT502,Statement,,,,,,,,,Identify a clear central idea or theme in more challenging passages or their paragraphs,Reading,,24-27,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT503,Statement,,,,,,,,,Summarize key supporting ideas and details in more challenging passages,Reading,,24-27,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT601,Statement,,,,,,,,,Infer a central idea or theme in more challenging passages or their paragraphs,Reading,,28-32,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT602,Statement,,,,,,,,,Summarize key supporting ideas and details in complex passages,Reading,,28-32,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT701,Statement,,,,,,,,,Identify or infer a central idea or theme in complex passages or their paragraphs,Reading,,33-36,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT702,Statement,,,,,,,,,Summarize key supporting ideas and details in highly complex passages,Reading,,33-36,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingIDT,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,Statement,,,,,,,,,Relationships (REL),Reading,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,"http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL201,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL202,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL301,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL302,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL401,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL402,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL403,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL501,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL502,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL503,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL504,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL505,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL601,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL602,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL603,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL604,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL605,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL701,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL702,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL703,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL704,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL705",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL201,Statement,,,,,,,,,"Determine when (e.g., first, last, before, after) an event occurs in somewhat challenging passages",Reading,,13-15,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL202,Statement,,,,,,,,,Identify simple cause-effect relationships within a single sentence in a passage,Reading,,13-15,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL301,Statement,,,,,,,,,Identify clear comparative relationships between main characters in somewhat challenging literary narratives,Reading,,16-19,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL302,Statement,,,,,,,,,Identify simple cause-effect relationships within a single paragraph in somewhat challenging literary narratives,Reading,,16-19,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL401,Statement,,,,,,,,,Order simple sequences of events in somewhat challenging literary narratives,Reading,,20-23,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL402,Statement,,,,,,,,,Identify clear comparative relationships in somewhat challenging passages,Reading,,20-23,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL403,Statement,,,,,,,,,Identify clear cause-effect relationships in somewhat challenging passages,Reading,,20-23,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL501,Statement,,,,,,,,,Order sequences of events in somewhat challenging passages,Reading,,24-27,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL502,Statement,,,,,,,,,Understand implied or subtly stated comparative relationships in somewhat challenging passages,Reading,,24-27,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL503,Statement,,,,,,,,,Identify clear comparative relationships in more challenging passages,Reading,,24-27,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL504,Statement,,,,,,,,,Understand implied or subtly stated cause-effect relationships in somewhat challenging passages,Reading,,24-27,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL505,Statement,,,,,,,,,Identify clear cause-effect relationships in more challenging passages,Reading,,24-27,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL601,Statement,,,,,,,,,Order sequences of events in more challenging passages,Reading,,28-32,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL602,Statement,,,,,,,,,Understand implied or subtly stated comparative relationships in more challenging passages,Reading,,28-32,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL603,Statement,,,,,,,,,Identify clear comparative relationships in complex passages,Reading,,28-32,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL604,Statement,,,,,,,,,Understand implied or subtly stated cause-effect relationships in more challenging passages,Reading,,28-32,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL605,Statement,,,,,,,,,Identify clear cause-effect relationships in complex passages,Reading,,28-32,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL701,Statement,,,,,,,,,Order sequences of events in complex passages,Reading,,33-36,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL702,Statement,,,,,,,,,Understand implied or subtly stated comparative relationships in complex passages,Reading,,33-36,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL703,Statement,,,,,,,,,Identify clear comparative relationships in highly complex passages,Reading,,33-36,Original,,,3,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL704,Statement,,,,,,,,,Understand implied or subtly stated cause-effect relationships in complex passages,Reading,,33-36,Original,,,4,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL705,Statement,,,,,,,,,Identify clear cause-effect relationships in highly complex passages,Reading,,33-36,Original,,,5,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingREL,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME,Statement,,,,,,,,,Word Meanings and Word Choice (WME),Reading,,,Original,,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,"http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME201,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME301,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME302,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME401,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME402,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME501,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME502,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME503,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME504,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME601,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME602,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME603,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME701,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME702,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME703",Non-indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME201,Statement,,,,,,,,,Understand the implication of a familiar word or phrase and of simple descriptive language,Reading,,13-15,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME301,Statement,,,,,,,,,Analyze how the choice of a specific word or phrase shapes meaning or tone in somewhat challenging passages when the effect is simple,Reading,,16-19,Original,,,1,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME,,Indexable Statement,,
http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME302,Statement,,,,,,,,,Interpret basic figurative language as it is used in a passage,Reading,,16-19,Original,,,2,,,http://act-standards-server.herokuapp.com/resources/DCCRS2013reading,,,,,http://act-standards-server.herokuapp.com/resources/SCCRS2013readingWME,,Indexable Statement,,
